Identifiant;Adresse;Code postal;Commune;Nature de l'opération;Responsable de l'opération;Date de l'opération;Protohistoire;Antiquité;Moyen-Age;Temps modernes;Epoque contemporaine;X;Y;latitude;longitude
1219;15 rue de l'Ecole de Médecine;75006;Paris;Découverte ancienne;Vacquer Théodore;1884;Non;Oui;Non;Non;Non;651655.439;6861394.1;48.85077357411049; 2.34118507844028
1870;6 rue René Villermé;75011;Paris;Diagnostic;Debouige Priscillia;2016;Non;Non;Non;Oui;Oui;655000.104;6862551.91;48.86142798978562; 2.386640001702909
2027;53 rue Baudricourt;75013;Paris;Diagnostic;Goret Jean-François;2017;Non;Non;Non;Non;Non;653253.09;6858619.19;48.82593649354895; 2.363261015306428
1280;9 rue de l'Abbé de l'Épée;75005;Paris;Découverte ancienne;Magne Charles;1882;Non;Non;Non;Non;Non;651687.718;6860549.37;48.84317932418259; 2.3417209052196024
2073;14B avenue Rachel;75018;Paris;Diagnostic;Morin Jean-Michel;1994;Non;Non;Non;Non;Oui;650947.133;6865215.0;48.885080589546725; 2.3310920259608525
1783;45 rue de la Montagne Sainte-Geneviève;75005;Paris;Découverte ancienne;;1737;Non;Non;Oui;Non;Non;652162.744;6860981.63;48.847102093221764; 2.3481444568289214
1672;80 boulevard Saint-Marcel;75005;Paris;Découverte ancienne;Vacquer Théodore;1855 et 1867;Non;Non;Non;Non;Non;652529.43;6859905.02;48.83744723362949; 2.3532610433174517
1871;15 rue de l'École de Médecine;75006;Paris;Fouille;André Gaëlle;2016;Non;Non;Oui;Oui;Non;651655.439;6861394.1;48.85077357411049; 2.34118507844028
917;11 rue d'Arcole;75004;Paris;Suivi de travaux;Marquis Philippe;2000;Non;Non;Oui;Non;Non;652291.905;6861773.957;48.85423703710438; 2.3498154938558904
1774;1 rue des Chantiers;75005;Paris;Découverte ancienne;Sellier Charles;1901;Non;Non;Oui;Non;Non;652670.241;6861170.73;48.848840169736555; 2.3550385211042895
2148;2W rue de Medicis;75006;Paris;Découverte ancienne;Vacquer Théodore;1872;Non;Oui;Non;Non;Non;651460.033;6861033.01;48.847511598805134; 2.338563528236437
14;2 passage de la Petite Boucherie;75006;Paris;Découverte ancienne;Nizet M.;1900;Non;Non;Oui;Oui;Oui;651248.386;6861720.87;48.85368153045538; 2.3356007615593324
94;4 rue des Prêtres Saint-Séverin;75005;Paris;Découverte ancienne;Magne Charles;1912 - 1913;Non;Non;Oui;Oui;Non;651949.714;6861545.52;48.85215732551144; 2.345178011058282
51;21 rue des Fossés Saint-Jacques;75005;Paris;Fouille;Magne Charles;1898;Non;Non;Oui;Non;Non;651926.691;6860789.96;48.84536089398207; 2.3449496875907236
124;292 rue Saint-Martin;75003;Paris;Découverte ancienne;Grimault Prudent Aimé;1923;Non;Non;Oui;Oui;Oui;652657.577;6863187.12;48.86697242028375; 2.35464139048997
229;10 rue Jules Vallès;75011;Paris;Découverte ancienne;;1911;Non;Non;Non;Oui;Non;654893.047;6861677.16;48.85355388349061; 2.38527366688102
220;8 rue du Père Julien Dhuit;75020;Paris;Découverte ancienne;Grimault Prudent Aimé;1928;Non;Non;Non;Non;Non;654922.998;6863789.9;48.87255563324573; 2.3854577463018494
270;17 rue de Pontoise;75005;Paris;Découverte ancienne;Grimault Prudent Aimé;1932;Non;Non;Oui;Oui;Non;652416.335;6861209.74;48.84917223054657; 2.3515743407851892
275;6 rue d'Arcole;75004;Paris;Découverte ancienne;Grimault Prudent Aimé;1933;Non;Oui;Non;Non;Non;652274.531;6861788.7;48.85436829700614; 2.3495770703807977
277;1 place du Docteur Antoine Béclère;75012;Paris;Découverte ancienne;;1932;Non;Non;Oui;Non;Non;654727.109;6861295.42;48.85010929387888; 2.3830529696862204
176;2 rue de la Cité;75004;Paris;Découverte ancienne;Grimault Prudent Aimé;1924;Non;Non;Oui;Non;Non;652117.648;6861795.55;48.854418338857386; 2.3474383270203294
264;1 rue Poulbot;75018;Paris;Découverte ancienne;;1930;Non;Non;Non;Non;Non;651596.453;6865413.87;48.88691814203654; 2.3399233740535297
488;10 rue Férou;75006;Paris;Suivi de travaux;Travers Laurent;1961;Non;Non;Non;Oui;Non;651128.821;6861217.79;48.84914826321409; 2.3340292005693244
428;8 rue des Récollets;75010;Paris;;;1938;Non;Non;Non;Non;Non;653197.17;6864019.67;48.87449882830306; 2.3619049385372235
400;10 boulevard du Palais;75001;Paris;Découverte ancienne;Villain Georges;1910;Non;Oui;Oui;Oui;Non;651934.563;6861822.8;48.85464968182187; 2.344940198902075
315;51 rue des Saints-Pères;75006;Paris;Découverte ancienne;Grimault Prudent Aimé;1936-1937;Non;Non;Oui;Non;Non;650887.785;6861839.84;48.854724029123155; 2.330672891999011
376;11 place Marcelin Berthelot;75005;Paris;Découverte ancienne;Grimault Prudent Aimé;1935;Non;Oui;Non;Non;Non;651973.858;6861204.35;48.8490909744788; 2.3455455613308427
450;2w rue de Médicis;75006;Paris;Sauvetage urgent;Travert Louis;1957;Non;Oui;Non;Non;Non;651460.033;6861033.01;48.847511598805134; 2.338563528236437
502;2w rue de Médicis;75006;Paris;Sauvetage urgent;Högström A.;1963;Non;Oui;Non;Non;Non;651460.033;6861033.01;48.847511598805134; 2.338563528236437
661;1 boulevard Arago;75013;Paris;Suivi de travaux;Servat Edmond;1978;Non;Oui;Oui;Non;Non;652403.87;6859799.41;48.83648820626823; 2.351562306401458
664;2t quai François Mitterrand;75001;Paris;;;1979;Non;Non;Non;Non;Non;651451.853;6862407.69;48.85987338346109; 2.338295094775319
542;2 rue Cujas;75005;Paris;Sondage;Nicourt Jacques;1968;Non;Oui;Oui;Non;Non;651941.241;6860986.64;48.84713068333458; 2.345125712444554
585;20 rue de Poissy;75005;Paris;Sondage;Dautrey Philippe;1968;Non;Non;Oui;Oui;Non;652471.109;6861179.28;48.8489024014572; 2.3523241199816955
872;158 rue Saint-Jacques;75005;Paris;Sondage;Busson Didier;1993;Non;Oui;Non;Oui;Non;651818.846;6861004.49;48.84728208547242; 2.3434559470719547
594;74 boulevard de Port-Royal;75005;Paris;Découverte ancienne;;1976;Non;Non;Non;Oui;Non;651869.091;6859982.58;48.83809572952683; 2.3442562221614573
758;11 rue d'Alésia;75014;Paris;Suivi de travaux;;1988;Non;Non;Non;Oui;Non;651341.803;6858755.41;48.827020132982845; 2.3372130272795246
729;81 boulevard Saint-Marcel;75013;Paris;Suivi de travaux;;1984;Non;Oui;Oui;Non;Non;652491.642;6859840.88;48.83686763398219; 2.3527534053631323
1101;23 quai Conti;75006;Paris;Diagnostic;Celly Paul;2011;Non;Non;Non;Oui;Non;651380.464;6862121.0;48.85728980480506; 2.337354908993945
1137;31 rue d'Ulm;75005;Paris;Diagnostic;Dubois Annick;1996;Non;Non;Non;Non;Non;651900.539;6860524.04;48.842967478920485; 2.3446234288681373
1387;8 chemin du Parc de Charonne;75020;Paris;Diagnostic;Drwila Gabriel;2015;Non;Non;Non;Oui;Oui;656283.931;6862514.31;48.861178223900055; 2.4041420830430216
365;1 rue Saint-Jacques;75005;Paris;Découverte ancienne;Magne Charles;1915;Non;Oui;Non;Non;Non;652039.166;6861534.63;48.85206601245226; 2.346398222533624
1615;33 avenue des Gobelins;75013;Paris;Découverte ancienne;Vacquer Théodore;1874;Non;Non;Oui;Non;Non;652483.605;6859755.77;48.836101641355015; 2.3526534211696264
1046;62 boulevard Saint-Germain;75005;Paris;Découverte ancienne;Grimault Prudent Aimé;1928;Non;Non;Non;Oui;Non;652161.469;6861342.32;48.85034571652512; 2.3480865063619185
941;4 rue Valette;75005;Paris;Fouille;Robin Sylvie;2004;Non;Oui;Oui;Non;Non;652057.09;6861029.53;48.84752503124228; 2.3466994251768583
1058;17 rue des Prêtres Saint-Germain l'Auxerrois;75001;Paris;Découverte ancienne;Sellier Charles;1898;Non;Non;Oui;Non;Non;651659.953;6862333.62;48.859222957616176; 2.341139761909644
463;5 place de la Bastille;75004;Paris;;Fleury Michel;1957;Non;Non;Non;Oui;Non;653646.745;6861689.36;48.85357512695357; 2.3682882056614893
1578;1 rue de la Collégiale;75005;Paris;Découverte ancienne;Vacquer Théodore;1870;Non;Oui;Oui;Non;Non;652469.05;6859889.41;48.8373024465434; 2.3524402066529095
2277;2 rue de Lutèce;75004;Paris;Découverte ancienne;Vacquer Théodore;1844;Non;Oui;Non;Non;Non;652066.815;6861901.46;48.85536698054651; 2.3467336433864956
2206;16 rue Pierre et Marie Curie;75005;Paris;Diagnostic;;2019;Non;Non;Non;Non;Non;651831.265;6860718.62;48.844712126683355; 2.3436575468635947
1968;2 rue Guynemer;75006;Paris;Découverte ancienne;Magne Charles;1912;Non;Non;Non;Oui;Non;651008.209;6861136.16;48.84840499111984; 2.3323950959064437
2271;13 Rue Clovis;75005;Paris;Découverte ancienne;Vacquer Théodore;1844;Non;Non;Oui;Non;Non;652216.814;6860872.15;48.84612153529037; 2.3488935108461506
2121;1 rue Saint-Séverin;75005;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;651993.312;6861554.57;48.85224195258987; 2.345771109059816
1368;2 rue de la Fédération;75015;Paris;Diagnostic;Drwila Gabriel;1993;Oui;Oui;Oui;Oui;Oui;647881.062;6861876.08;48.85481368429217; 2.2896933932512233
203;2 place du Louvre;75001;Paris;Découverte ancienne;Grimault Prudent Aimé;1926;Non;Non;Non;Oui;Non;651642.633;6862401.87;48.85983534030413; 2.340895943053701
2106;16 rue Soufflot;75005;Paris;Découverte ancienne;Vacquer Théodore;1850 - 1852;Non;Oui;Non;Non;Non;651764.453;6860983.45;48.84708874082421; 2.342717178311437
1817;14 place du Carrousel;75001;Paris;Sauvetage urgent;Trombetta Pierre-Jean;1990;Non;Oui;Oui;Non;Non;651235.783;6862655.85;48.862088721677374; 2.3353217567175912
1202;19 rue Pierre Nicole;75005;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;651543.273;6860308.08;48.84099857267389; 2.3397803493485685
1471;2 rue Valette;75005;Paris;Découverte ancienne;Magne Charles;1889;Non;Oui;Non;Non;Non;652075.845;6861091.03;48.848079431310474; 2.346948051104328
1510;348 rue Saint-Jacques;75005;Paris;Découverte ancienne;Magne Charles;1902;Non;Oui;Non;Non;Non;651542.335;6860107.09;48.839191029424086; 2.3397904653101977
1805;52 rue Mouffetard;75005;Paris;Découverte ancienne;Laugier André;1903;Non;Non;Non;Non;Non;652218.419;6860559.84;48.84331306866345; 2.3489504667943018
1483;15 rue de Vaugirard;75006;;Découverte ancienne;;1838;Non;Oui;Non;Non;Non;651372.072;6861232.23;48.84929655272565; 2.3373421904181466
1485;15 rue de Vaugirard;75006;Paris;Sauvetage urgent;Petit Michel;1986;Non;Oui;Non;Non;Non;651372.072;6861232.23;48.84929655272565; 2.3373421904181466
960;2 rue du Mont-Cenis;75018;Paris;Sondage;Mousseaux Rose-Marie;2007;Non;Non;Non;Non;Non;651712.362;6865389.57;48.88670829664176; 2.3415067093658246
977;7 place des Petits Pères;75002;Paris;Suivi de travaux;Bresson Violaine;2011;Non;Non;Non;Oui;Non;651645.992;6863147.3;48.86653919883582; 2.3408569127014354
1917;8 rue des Barres;75004;Paris;Découverte ancienne;Vacquer Théodore;1895;Non;Oui;Oui;Non;Non;652691.323;6861862.27;48.855060700473125; 2.3552488475646993
2099;12 rue Victor Cousin;75005;Paris;Découverte ancienne;Vacquer Théodore;1863;Non;Oui;Non;Non;Non;651726.657;6861042.0;48.84761248480806; 2.3421955273171142
1326;13 quai Anatole France;75007;Paris;Diagnostic;McIntyre Peter;1998;Non;Non;Non;Non;Non;650360.188;6862571.15;48.86126012339268; 2.3233974741094854
1566;4 boulevard Arago;75013;;Découverte ancienne;Vacquer Théodore;1867-1868;Non;Oui;Oui;Non;Non;652320.838;6859806.55;48.83654627030332; 2.350430350252098
1124;17 place Saint-Pierre;75018;Paris;Diagnostic;Peixoto Xavier;2007;Non;Non;Non;Non;Oui;651821.66;6865119.11;48.884284310612834; 2.343027811323794
1237;25 rue du Sommerard;75005;Paris;Découverte ancienne;Vacquer Théodore;1850;Non;Oui;Non;Non;Non;651930.368;6861327.29;48.85019336136749; 2.3449390500355154
1724;1 quai de l'Hôtel de Ville;75004;Paris;Découverte ancienne;Grimault Prudent Aimé;"1921 ; 1922";Non;Non;Non;Oui;Non;652855.779;6861663.65;48.853286525824764; 2.3575120792286195
1781;9 rue d'Arras;75005;Paris;Découverte ancienne;;1898;Non;Non;Oui;Non;Non;652416.575;6861002.61;48.84730956066548; 2.351600787802911
1279;15 rue du Temple;75004;Paris;Diagnostic;Gosselin Renaud;1994;Non;Non;Oui;Non;Non;652543.494;6862236.46;48.85841487482333; 2.353192462698246
1464;19 rue Tournefort;75005;Paris;Suivi de travaux;Servat Edmond;1980;Non;Oui;Non;Non;Non;652162.616;6860582.86;48.84351598352591; 2.3481875661047353
1466;1 rue Tournefort;75005;Paris;Découverte ancienne;;1886;Non;Oui;Non;Non;Non;652160.353;6860668.53;48.84428619232354; 2.3481470973392278
1716;81 boulevard Saint-Marcel;75013;Paris;Découverte ancienne;Vacquer Théodore;1868;Non;Oui;Oui;Non;Non;652491.642;6859840.88;48.83686763398219; 2.3527534053631323
10;22 rue d Arcueil;75014;Paris;Découverte ancienne;Magne Charles;1913;Non;Oui;Non;Non;Non;651743.996;6857970.45;48.81999104017965; 2.3427801485800246
1467;43 quai de la Tournelle;75005;;Découverte ancienne;;1735;Non;Oui;Non;Non;Non;652478.014;6861369.73;48.850615611371374; 2.352396925957826
2031;54 rue Pascal;75013;Paris;;;1901;Non;Non;Oui;Non;Non;652126.268;6859612.37;48.83478557179938; 2.3478015447784664
1924;25 rue du Pont Louis Philippe;75004;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Oui;Non;Non;652773.711;6861970.58;48.856040759108666; 2.3563595993367845
1540;18 rue Saint-Étienne-du-Mont;75005;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;652157.095;6860941.58;48.84674149593654; 2.348071989844039
2267;107 rue Beaubourg;75003;Paris;Découverte ancienne;Vacquer Théodore;1844;Non;Non;Oui;Non;Non;652714.157;6862980.39;48.86511744313769; 2.3554356427224805
2137;92 boulevard de Port Royal;75005;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;651423.515;6860138.88;48.83946795455801; 2.3381680527176663
1948;3 rue du Mont Cenis;75018;Paris;Découverte ancienne;Magne Charles;1911;Non;Non;Oui;Non;Non;652071.129;6866530.89;48.89699850684531; 2.346270100498351
1744;1 place de la Bastille;75004;Paris;Découverte ancienne;Sellier Charles;1898;Non;Non;Non;Oui;Non;653627.725;6861627.73;48.85301953187467; 2.368035730027262
1979;47 rue Vieille du Temple;75004;Paris;Fouille;Avinain Julien;2017;Non;Non;Oui;Oui;Non;652899.829;6862204.76;48.8581559060028; 2.3580524219210908
2245;32 rue de Poissy;75005;Paris;Découverte ancienne;Vacquer Théodore;;Non;Non;Oui;Non;Non;652424.005;6861083.92;48.848041310370746; 2.351692932304367
2026;67 boulevard Saint-Marcel;75013;Paris;Découverte ancienne;;1901;Non;Non;Non;Oui;Non;652600.086;6859892.0;48.83733538948547; 2.354225067680479
1389;1 place de l'Estrapade;75005;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;651935.761;6860758.42;48.84507788666327; 2.345076835395364
1888;19 rue de la Verrerie;75004;Paris;Diagnostic;Avinain Julien;2017;Non;Non;Oui;Oui;Non;652633.804;6862119.48;48.857369487045254; 2.3544363214232726
1263;35 rue du Hameau;75015;Paris;Diagnostic;Piozzoli Christian;1998;Non;Non;Non;Non;Oui;647670.144;6859537.5;48.83376592702031; 2.2871067738807835
1520;105 boulevard Saint-Germain;75006;Paris;Découverte ancienne;Vacquer Théodore;1877;Non;Oui;Non;Non;Non;651464.369;6861572.03;48.852359312957866; 2.3385610853407552
1523;26 rue Racine;75006;;Suivi de travaux;Toulouze Eugène;1898;Non;Oui;Non;Non;Non;651538.233;6861302.33;48.84993943256165; 2.339598389253552
1281;8 bis rue Amyot;75005;Paris;Découverte ancienne;Magne Charles;1895;Non;Oui;Non;Non;Non;652089.857;6860581.71;48.843500182136985; 2.34719635737963
1748;1 rue Neuve Saint-Pierre;75004;Paris;Découverte ancienne;;1898;Non;Non;Oui;Oui;Non;653325.976;6861682.09;48.853486590218786; 2.3639176856139565
2150;2W rue de Medicis;75006;Paris;Découverte ancienne;Vacquer Théodore;1862;Non;Oui;Non;Non;Non;651460.033;6861033.01;48.847511598805134; 2.338563528236437
1701;96 boulevard Beaumarchais;75011;Paris;Découverte ancienne;;1928-1930;Non;Non;Non;Oui;Non;653608.998;6862431.34;48.86024502950549; 2.3676928321059103
1770;23 rue de l'Échaudé;75006;Paris;Découverte ancienne;Sellier Charles;1899;Non;Non;Non;Non;Non;651275.709;6861728.97;48.85375643099883; 2.335972180536349
1673;28 place de la Bourse;75002;Paris;Découverte ancienne;Sellier Charles;1904;Non;Non;Non;Oui;Non;651721.884;6863465.34;48.869404918089; 2.3418552613408745
1678;5 rue de la Lune;75002;Paris;Découverte ancienne;;1899;Non;Non;Non;Non;Non;652411.416;6863494.95;48.86972254623734; 2.351251468134718
1679;1 rue Saint-Denis;75002;Paris;Découverte ancienne;Sellier Charles;1900;Non;Non;Oui;Non;Non;652333.925;6863027.73;48.86551514804304; 2.350247534705918
1547;68 rue Monge;75005;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;652451.548;6860589.8;48.84359977952121; 2.3521234811177374
1286;23 rue Clovis;75005;Paris;Diagnostic;Berthier Karine;1998;Non;Oui;Oui;Non;Non;652106.23;6860899.37;48.84635809643975; 2.3473836669749217
1394;29 rue Galande;75005;Paris;Découverte ancienne;Vacquer Théodore;1884;Non;Oui;Non;Non;Non;652132.44;6861439.99;48.85122182994935; 2.347679941042974
1557;2 place du Louvre;75001;Paris;Découverte ancienne;Lambeau Lucien;1912;Non;Non;Non;Non;Non;651642.633;6862401.87;48.85983534030413; 2.340895943053701
1518;20 rue de Seine;75006;;Découverte ancienne;Vacquer Théodore;1874;Non;Oui;Non;Non;Non;651325.571;6861965.65;48.85588861400271; 2.336624584121515
1791;1 place Sainte-Geneviève;75005;Paris;Découverte ancienne;Vacquer Théodore;1860;Non;Non;Oui;Non;Non;652122.058;6860920.14;48.84654608396387; 2.3475969960747336
2145;55 boulevard de Sébastopol;75001;Paris;Découverte ancienne;Vacquer Théodore;1843;Non;Non;Oui;Non;Non;652322.899;6862677.74;48.862366908244766; 2.3501365057741497
25;21 rue des Ecoles;75005;Paris;Découverte ancienne;Magne Charles;1914 - 1915;Non;Non;Oui;Oui;Non;652239.124;6861118.01;48.84833425717758; 2.3491698861802655
48;1 place Daumesnil;75012;Paris;Découverte ancienne;Magne Charles;1915;Non;Oui;Oui;Non;Non;653886.786;6861211.7;48.849296790215924; 2.3716111987534987
49;1 boulevard Saint-Michel;75005;Paris;Découverte ancienne;Magne Charles;1912;Non;Non;Oui;Non;Non;651874.808;6861637.09;48.85297519952662; 2.3441468859295416
214;90 boulevard Saint-Germain;75005;Paris;Découverte ancienne;Grimault Prudent Aimé;1927;Non;Non;Oui;Non;Non;651918.416;6861434.41;48.851155713150504; 2.344764071717716
158;1 quai de la Corse;75004;Paris;Découverte ancienne;Grimault Prudent Aimé;1923;Non;Oui;Oui;Non;Non;652306.304;6861868.3;48.855086540232946; 2.35000113627732
179;16 quai des Célestins;75004;Paris;;;1924;Non;Non;Non;Non;Non;653118.974;6861546.37;48.85225107435393; 2.361111711111821
338;10 avenue des Gobelins;75005;Paris;Découverte ancienne;Magne Charles;1912;Non;Oui;Oui;Non;Non;652351.013;6859949.27;48.837832018741224; 2.3508254434537963
266;2 rue Palatine;75006;Paris;;;1930;Non;Non;Non;Non;Non;651244.651;6861403.53;48.85082743274132; 2.335586251651235
317;1A rue de l'Amiral de Coligny;75001;Paris;Découverte ancienne;Grimault Prudent Aimé;1937;Non;Non;Oui;Oui;Non;651524.53;6862443.6;48.86020179926266; 2.339281531046207
481;26 rue des Fossés-Saint-Jacques;75005;Paris;Découverte ancienne;Travers Laurent;1960-1961;Non;Oui;Non;Non;Non;651919.285;6860743.2;48.8449397841425; 2.3448540644150735
410;25 quai de Montebello;75005;Paris;Découverte ancienne;;1908;Non;Non;Non;Non;Non;652135.551;6861579.98;48.852481018797064; 2.347706575126257
562;12 rue Hautefeuille;75006;Paris;Sauvetage urgent;;1972;Non;Oui;Non;Non;Non;651747.04;6861533.99;48.8520384540041; 2.34241743700605
680;17 rue du Fer à Moulin;75005;Paris;Découverte fortuite;Busson Didier;1981;Non;Oui;Oui;Non;Non;652614.225;6860085.4;48.83907568645353; 2.3543961458984053
681;4 rue du Marché des Patriarches;75005;Paris;;Busson Didier;1982-1983;Non;Non;Non;Non;Non;652367.016;6860276.69;48.84077774048862; 2.351006797105057
618;286 rue Saint-Jacques;75005;Paris;;Viré Marc;1973;Non;Oui;Non;Non;Non;651637.673;6860354.06;48.841419145159776; 2.3410612556826123
749;10 boulevard du Palais;75001;Paris;;;1986;Non;Non;Non;Non;Non;651934.563;6861822.8;48.85464968182187; 2.344940198902075
745;13 rue de la Reine-Blanche;75013;Paris;Sauvetage urgent;Robin Sylvie;1987;Non;Oui;Oui;Non;Non;652599.608;6859822.83;48.836713222997226; 2.354226263468799
1128;10 rue de Candie;75011;Paris;Diagnostic;Renel François;2015;Non;Non;Non;Oui;Oui;654501.269;6861425.42;48.85126248197295; 2.3799615970445482
1192;1 place Paul Claudel;75006;Paris;Découverte ancienne;Vacquer Théodore;;Non;Oui;Non;Non;Non;651474.291;6861226.01;48.849248350016616; 2.3387357835821434
1165;53 avenue de l'Observatoire;75014;;Découverte ancienne;Magne Charles;;Non;Oui;Non;Non;Non;651333.277;6860026.54;48.83845085982135; 2.3369515119084134
